-0.823967666703028	0.2003302067548641	0.343743252159307	0.27989420778885693	
0.6106927303285697	-1.5452800266396127	0.34614342518137586	0.588443871129667	
0.5598397997125296	0.18493084927639694	-1.123878914611857	0.3791082656229304	
0.3929750761907219	0.2710190562246215	0.32681709158707545	-0.9908112240024188	


Site error rates:
1	0.03009433361833505
2	0.09365943927805856
3	0.10822472890894205
4	0.06903180618050889
5	0.0826060571161757
6	0.15589280209422768
7	0.07041753188188593
8	0.028397521337371032
9	0.08212461740133244
10	0.05381345994742606
11	0.10985638476044507
12	0.13550081789173798
13	0.1098720852731938
